datetime,pm25,pm10,o3,so2,no2,co
2013-03-07,310.6666666666667,323.0,6.727828746177369,87.4617737003058,144.34250764525993,5.198776758409785
2013-03-08,287.6666666666667,309.6666666666667,4.89296636085627,64.52599388379205,152.29357798165137,4.434250764525994
2013-03-09,109.33333333333333,113.66666666666667,4.892966360856269,69.41896024464832,97.24770642201834,2.5990825688073396
2013-03-10,25.666666666666668,35.666666666666664,5.810397553516819,19.571865443425075,79.51070336391437,1.0091743119266054
2013-03-11,89.66666666666667,97.0,8.256880733944953,57.49235474006116,79.20489296636084,1.0703363914373087
2013-03-12,119.0,121.0,1.8348623853211008,17.431192660550458,81.9571865443425,1.9262996941896022
2013-03-13,11.0,75.0,32.7217125382263,18.04281345565749,47.400611620795104,0.5198776758409785
2013-03-14,67.66666666666667,70.66666666666667,2.7522935779816513,23.54740061162079,63.91437308868501,1.3761467889908257
2013-03-15,183.33333333333334,185.0,3.058103975535168,54.43425076452599,92.04892966360855,2.4767584097859325
2013-03-16,300.3333333333333,254.0,2.4464831804281344,58.715596330275226,89.90825688073393,1.9571865443425074
2013-03-17,207.0,170.33333333333334,6.727828746177369,58.10397553516819,91.43730886850153,2.201834862385321
2013-03-18,9.333333333333334,28.333333333333332,73.08868501529052,5.810397553516819,16.81957186544342,0.24464831804281342
2013-03-19,16.0,22.666666666666668,30.886850152905197,11.314984709480122,37.003058103975526,0.48929663608562685
2013-03-20,23.333333333333332,19.0,22.629969418960243,3.975535168195718,37.00305810397553,0.8256880733944953
2013-03-21,72.0,80.33333333333333,5.198776758409786,12.538226299694188,59.327217125382255,0.9174311926605504
2013-03-22,28.0,33.333333333333336,43.42507645259938,10.397553516819572,50.15290519877675,0.5504587155963302
2013-03-23,56.0,68.33333333333333,3.6697247706422016,18.654434250764524,59.9388379204893,1.131498470948012
2013-03-24,14.333333333333334,25.0,40.97859327217125,6.116207951070336,37.30886850152905,0.4587155963302752
2013-03-25,13.0,19.0,84.40366972477064,5.504587155963303,22.935779816513758,0.3669724770642202
2013-03-26,171.0,182.33333333333334,4.587155963302752,39.449541284403665,60.244648318042806,1.2840978593272172
2013-03-27,159.33333333333334,180.0,5.198776758409786,13.761467889908255,55.04587155963302,0.9174311926605504
2013-03-28,14.333333333333334,20.333333333333332,54.43425076452599,4.587155963302752,35.47400611620795,0.3669724770642202
2013-03-29,98.66666666666667,153.0,3.6697247706422016,35.16819571865443,73.39449541284404,1.7431192660550459
2013-03-30,72.33333333333333,114.66666666666667,13.149847094801222,78.59327217125382,77.67584097859326,2.721406727828746
2013-03-31,120.0,134.0,5.198776758409786,22.32415902140673,59.9388379204893,1.131498470948012
2013-04-01,196.66666666666666,199.66666666666666,6.116207951070336,72.782874617737,80.1223241590214,3.1183486238532105
2013-04-02,113.0,129.0,5.198776758409786,39.449541284403665,74.31192660550458,1.9568807339449539
2013-04-03,174.0,236.66666666666666,4.281345565749235,39.75535168195719,111.62079510703363,1.711926605504587
2013-04-04,63.666666666666664,101.33333333333333,29.051987767584095,85.01529051987767,64.52599388379205,2.232110091743119
2013-04-05,103.0,89.0,4.281345565749235,13.149847094801222,58.10397553516819,1.865137614678899
2013-04-06,6.666666666666667,12.666666666666666,44.03669724770642,5.504587155963303,37.00305810397553,0.39755351681957185
2013-04-07,71.66666666666667,91.0,12.232415902140673,22.01834862385321,60.55045871559633,1.3146788990825686
2013-04-08,21.666666666666668,105.66666666666667,72.17125382262996,4.281345565749235,17.737003058103976,0.3058103975535168
2013-04-09,9.333333333333334,20.666666666666668,75.53516819571864,3.6697247706422016,22.629969418960243,0.2752293577981651
2013-04-10,11.666666666666666,26.0,61.16207951070336,6.422018348623854,26.911314984709477,0.4281345565749235
2013-04-11,22.0,26.0,15.902140672782872,17.12538226299694,70.33639143730886,0.7339449541284404
2013-04-12,70.0,26.0,3.975535168195718,28.134556574923547,90.82568807339449,0.9174311926605504
2013-04-13,109.33333333333333,26.0,3.3639143730886847,24.77064220183486,88.68501529051987,1.3761467889908257
2013-04-14,8.333333333333334,26.0,67.5840978593272,2.7522935779816513,22.935779816513758,0.2752293577981651
2013-04-15,69.0,26.0,8.56269113149847,31.49847094801223,85.01529051987767,1.1923547400611618
2013-04-16,64.0,152.66666666666666,17.12538226299694,35.47400611620795,81.03975535168195,1.253822629969419
2013-04-17,41.666666666666664,61.333333333333336,42.81345565749235,12.844036697247704,51.987767584097845,0.5810397553516818
2013-04-18,5.666666666666667,10.0,67.5840978593272,3.058103975535168,17.12538226299694,0.24464831804281342
2013-04-19,51.666666666666664,84.66666666666667,25.993883792048923,29.35779816513761,60.85626911314984,1.0091743119266054
2013-04-20,71.66666666666667,74.33333333333333,6.116207951070336,3.975535168195718,54.12844036697248,0.672782874617737
2013-04-21,117.0,130.33333333333334,3.058103975535168,17.431192660550455,73.08868501529052,1.1009174311926604
2013-04-22,113.33333333333333,127.66666666666667,18.34862385321101,27.52293577981651,58.10397553516819,0.9174311926605504
2013-04-23,130.0,146.33333333333334,17.431192660550458,15.902140672782872,48.01223241590213,0.9785932721712537
2013-04-24,108.33333333333333,121.66666666666667,3.3639143730886847,6.116207951070336,58.40978593272171,0.9785932721712537
2013-04-25,9.333333333333334,19.0,28.74617737003058,5.810397553516819,61.773700305810394,0.4281345565749235
2013-04-26,58.0,178.0,1.8348623853211008,11.620795107033638,90.82568807339449,1.3761467889908257
2013-04-27,58.0,145.33333333333334,5.810397553516819,48.318042813455655,101.52905198776757,1.467584097859327
2013-04-28,63.0,133.0,56.88073394495412,67.5840978593272,63.60856269113149,2.170642201834862
2013-04-29,5.0,13.0,55.04587155963302,2.7522935779816513,42.20183486238532,0.2752293577981651
2013-04-30,9.666666666666666,45.333333333333336,48.62385321100917,3.363914373088685,45.565749235473994,0.3363914373088685
2013-05-01,26.666666666666668,77.0,33.33333333333333,20.79510703363914,57.79816513761468,0.672782874617737
2013-05-02,74.33333333333333,165.33333333333334,21.10091743119266,33.944954128440365,74.00611620795107,1.4984709480122325
2013-05-03,43.666666666666664,44.333333333333336,83.79204892966361,13.761467889908255,26.299694189602445,0.5504587155963302
2013-05-04,106.66666666666667,139.0,51.68195718654434,29.357798165137613,44.954128440366965,0.7339449541284404
2013-05-05,154.0,221.0,7.339449541284403,35.47400611620795,95.71865443425077,1.3146788990825689
2013-05-06,160.0,371.6666666666667,8.256880733944953,18.654434250764524,110.39755351681957,2.078899082568807
2013-05-07,217.66666666666666,268.3333333333333,2.1406727828746175,18.654434250764524,138.2262996941896,1.7733944954128438
2013-05-08,123.66666666666667,154.0,44.954128440366965,46.788990825688074,67.5840978593272,1.529051987767584
2013-05-09,55.0,72.33333333333333,25.99388379204893,14.067278287461773,55.35168195718654,0.6116207951070335
2013-05-10,87.66666666666667,121.66666666666667,5.198776758409785,3.975535168195718,84.09785932721712,1.131498470948012
2013-05-11,71.0,186.33333333333334,3.058103975535168,14.678899082568805,98.77675840978593,1.1926605504587156
2013-05-12,30.0,85.66666666666667,14.067278287461773,7.033639143730887,57.18654434250764,0.39755351681957185
2013-05-13,87.33333333333333,167.0,11.009174311926605,77.67584097859327,92.04892966360855,2.018348623853211
2013-05-14,17.333333333333332,104.33333333333333,62.079510703363916,11.314984709480122,23.54740061162079,0.3669724770642202
2013-05-15,97.0,211.33333333333334,22.629969418960243,113.45565749235475,87.76758409785931,2.7513761467889903
2013-05-16,52.0,90.66666666666667,10.703363914373087,21.712538226299696,64.52599388379204,0.8256880733944953
2013-05-17,106.33333333333333,122.0,15.596330275229356,31.804281345565744,74.92354740061161,1.1617737003058102
2013-05-18,166.0,197.66666666666666,22.935779816513758,32.41590214067278,62.079510703363916,1.5287461773700306
2013-05-19,65.0,54.0,44.954128440366965,11.926605504587153,32.41590214067278,0.8256880733944953
2013-05-20,8.0,58.0,77.06422018348623,2.7522935779816513,21.10091743119266,0.1834862385321101
2013-05-21,8.0,58.0,77.06422018348623,2.7522935779816513,21.10091743119266,0.1834862385321101
2013-05-22,8.0,58.0,77.06422018348623,2.7522935779816513,21.10091743119266,0.1834862385321101
2013-05-23,8.0,58.0,77.06422018348623,2.7522935779816513,21.10091743119266,0.1834862385321101
2013-05-24,220.33333333333334,247.0,11.926605504587156,29.051987767584095,100.91743119266054,2.262385321100917
2013-05-25,47.0,71.66666666666667,7.339449541284403,10.091743119266054,66.36085626911314,0.7033639143730887
2013-05-26,120.0,134.0,8.56269113149847,40.97859327217125,55.657492354740064,1.589908256880734
2013-05-27,47.0,87.66666666666667,29.357798165137613,2.7522935779816513,31.804281345565744,0.5810397553516818
2013-05-28,83.0,92.0,4.587155963302752,3.975535168195718,51.98776758409786,0.948012232415902
2013-05-29,6.0,31.0,35.47400611620795,3.3639143730886847,25.076452599388375,0.2752293577981651
2013-05-30,58.666666666666664,126.66666666666667,6.116207951070336,14.37308868501529,83.18042813455656,0.764525993883792
2013-05-31,79.66666666666667,124.0,62.99694189602446,25.382262996941893,40.366972477064216,0.7339449541284404
2013-06-01,139.33333333333334,161.33333333333334,11.926605504587156,18.654434250764524,84.70948012232415,1.0703363914373087
2013-06-02,189.33333333333334,218.66666666666666,49.54128440366972,29.96941896024465,47.09480122324158,1.6513761467889907
2013-06-03,157.33333333333334,166.0,14.984709480122325,22.324159021406725,68.19571865443424,1.865137614678899
2013-06-04,171.66666666666666,184.0,119.57186544342505,47.706422018348626,28.134556574923547,2.109480122324159
2013-06-05,87.66666666666667,167.0,29.051987767584095,2.7522935779816513,29.357798165137613,1.223241590214067
2013-06-06,114.0,145.0,11.009174311926605,5.810397553516819,34.556574923547394,1.9262996941896022
2013-06-07,104.0,131.0,1.8348623853211008,19.266055045871557,48.62385321100917,1.9874617737003055
2013-06-08,131.66666666666666,120.0,2.4464831804281344,12.844036697247704,55.35168195718654,2.4464831804281344
2013-06-09,71.0,95.0,6.422018348623854,4.587155963302752,42.20183486238532,1.5902140672782874
2013-06-10,21.666666666666668,33.333333333333336,1.8348623853211008,2.7522935779816513,42.81345565749235,1.2844036697247707
2013-06-11,69.0,84.0,6.72782874617737,7.033639143730887,61.46788990825687,0.764525993883792
2013-06-12,54.0,46.0,39.14373088685015,8.868501529051988,34.25076452599388,0.948012232415902
2013-06-13,101.0,100.0,36.3914373088685,38.532110091743114,44.03669724770642,1.529051987767584
2013-06-14,127.0,133.33333333333334,71.25382262996942,37.30886850152905,56.57492354740061,0.764525993883792
2013-06-15,127.0,123.0,14.678899082568805,27.828746177370032,79.51070336391437,1.039755351681957
2013-06-16,127.0,179.33333333333334,40.67278287461773,28.134556574923547,74.31192660550458,1.4067278287461773
2013-06-17,127.0,184.0,52.29357798165137,4.281345565749235,26.911314984709477,0.5198776758409785
2013-06-18,127.0,81.66666666666667,17.737003058103976,9.174311926605503,105.19877675840978,1.0703363914373087
2013-06-19,94.66666666666667,127.33333333333333,36.69724770642201,16.513761467889907,48.62385321100917,1.8036697247706421
2013-06-20,101.66666666666667,174.33333333333334,9.785932721712536,22.629969418960243,76.4525993883792,1.8036697247706421
2013-06-21,53.333333333333336,68.0,13.149847094801222,12.538226299694188,66.05504587155963,0.8868501529051986
2013-06-22,92.0,69.0,36.69724770642201,5.810397553516819,45.871559633027516,0.7339449541284404
2013-06-23,108.66666666666667,69.0,13.761467889908255,15.902140672782872,67.88990825688073,1.8345565749235473
2013-06-24,121.66666666666667,41.0,46.17737003058104,8.56269113149847,51.07033639143731,1.1926605504587156
2013-06-25,76.33333333333333,41.0,52.59938837920489,3.058103975535168,24.159021406727827,1.1009174311926604
2013-06-26,172.0,41.0,5.198776758409785,6.727828746177369,53.211009174311926,2.324159021406728
2013-06-27,101.66666666666667,41.0,20.79510703363914,13.761467889908255,62.691131498470945,1.0091743119266054
2013-06-28,291.6666666666667,288.0,33.944954128440365,43.42507645259939,50.15290519877675,2.8740061162079513
2013-06-29,57.0,288.0,71.25382262996942,4.89296636085627,24.464831804281346,0.672782874617737
2013-06-30,216.0,288.0,3.975535168195718,23.54740061162079,61.46788990825687,3.180122324159021
2013-07-01,163.33333333333334,288.0,11.620795107033638,14.678899082568806,46.788990825688074,1.987155963302752
2013-07-02,5.333333333333333,196.33333333333334,66.97247706422017,3.058103975535168,18.348623853211006,0.39755351681957185
2013-07-03,44.333333333333336,76.66666666666667,13.149847094801222,8.56269113149847,66.66666666666667,1.0091743119266054
2013-07-04,26.333333333333332,41.333333333333336,15.596330275229358,5.810397553516819,52.905198776758404,0.5504587155963302
2013-07-05,16.666666666666668,32.333333333333336,37.61467889908257,3.3639143730886847,46.48318042813455,0.4587155963302752
2013-07-06,96.0,167.66666666666666,13.45565749235474,18.04281345565749,100.61162079510702,1.3149847094801224
2013-07-07,55.333333333333336,37.0,54.12844036697248,3.058103975535168,40.97859327217125,0.672782874617737
2013-07-08,62.666666666666664,125.0,81.03975535168195,2.7522935779816513,24.77064220183486,0.764525993883792
2013-07-09,135.33333333333334,125.0,15.596330275229356,4.281345565749235,53.211009174311926,1.4678899082568808
2013-07-10,28.333333333333332,125.0,10.39755351681957,3.058103975535168,29.051987767584095,0.8868501529051986
2013-07-11,30.333333333333332,36.0,4.892966360856269,2.7522935779816513,34.556574923547394,0.7339449541284404
2013-07-12,45.0,52.0,53.211009174311926,2.7522935779816513,41.28440366972477,0.9174311926605504
2013-07-13,138.66666666666666,52.0,28.440366972477065,5.810397553516819,26.605504587155963,1.2232415902140672
2013-07-14,155.0,52.0,15.596330275229356,17.737003058103976,29.051987767584095,1.2232415902140672
2013-07-15,61.666666666666664,64.0,2.1406727828746175,4.587155963302751,30.275229357798164,2.018348623853211
2013-07-16,10.333333333333334,64.0,51.376146788990816,5.810397553516819,15.902140672782872,0.48929663608562685
2013-07-17,37.333333333333336,72.66666666666667,4.89296636085627,5.810397553516819,32.72171253822629,0.764525993883792
2013-07-18,159.0,128.0,69.41896024464832,8.56269113149847,10.39755351681957,1.2232415902140672
2013-07-19,182.0,128.0,30.275229357798164,4.281345565749235,32.41590214067278,1.1009174311926604
2013-07-20,175.0,128.0,23.853211009174306,5.504587155963303,48.01223241590213,1.1926605504587153
2013-07-21,85.66666666666667,95.66666666666667,11.009174311926605,7.033639143730887,31.192660550458715,1.0703363914373087
2013-07-22,123.0,116.0,3.3639143730886847,9.174311926605503,50.76452599388379,1.4678899082568806
2013-07-23,57.666666666666664,141.0,44.64831804281346,5.810397553516819,44.64831804281345,0.6422018348623852
2013-07-24,76.33333333333333,79.33333333333333,29.35779816513761,6.116207951070336,60.244648318042806,0.7951070336391437
2013-07-25,18.666666666666668,41.666666666666664,14.984709480122321,2.7522935779816513,44.03669724770642,0.4281345565749235
2013-07-26,48.0,73.66666666666667,11.620795107033638,47.706422018348626,56.88073394495412,2.2324159021406724
2013-07-27,99.66666666666667,42.0,2.4464831804281344,4.587155963302752,27.217125382262996,1.345565749235474
2013-07-28,80.0,42.0,4.587155963302751,3.058103975535168,24.464831804281346,2.1712538226299696
2013-07-29,93.33333333333333,127.33333333333333,5.810397553516819,7.6452599388379205,40.0611620795107,0.9785932721712537
2013-07-30,148.66666666666666,157.0,3.6697247706422016,7.339449541284403,49.84709480122323,1.8654434250764524
2013-07-31,20.666666666666668,28.0,22.935779816513758,3.058103975535168,38.532110091743114,0.856269113149847
2013-08-01,30.666666666666668,108.0,57.49235474006116,2.7522935779816513,18.04281345565749,0.672782874617737
2013-08-02,62.666666666666664,108.0,9.480122324159021,3.6697247706422016,33.027522935779814,0.9785932721712537
2013-08-03,22.666666666666668,49.0,44.342507645259936,2.7522935779816513,62.99694189602446,0.7033639143730887
2013-08-04,120.66666666666667,76.0,11.926605504587156,5.504587155963303,69.41896024464832,1.1620795107033637
2013-08-05,54.333333333333336,153.0,25.688073394495415,2.7522935779816513,42.81345565749235,0.8256880733944953
2013-08-06,136.66666666666666,152.0,5.504587155963303,3.975535168195718,74.31192660550458,1.1926605504587156
2013-08-07,40.666666666666664,212.0,41.28440366972477,2.7522935779816513,30.58103975535168,0.672782874617737
2013-08-08,19.0,37.0,3.975535168195718,4.89296636085627,45.56574923547401,0.6116207951070336
2013-08-09,25.666666666666668,62.0,28.44036697247706,3.6697247706422016,37.61467889908257,0.39755351681957185
2013-08-10,46.333333333333336,89.33333333333333,28.44036697247706,3.975535168195718,48.62385321100917,0.6116207951070335
2013-08-11,248.33333333333334,204.0,16.819571865443425,13.149847094801222,50.15290519877675,2.018348623853211
2013-08-12,53.0,204.0,33.333333333333336,2.7522935779816513,25.07645259938838,0.7339449541284404
2013-08-13,77.0,66.0,16.819571865443425,10.091743119266054,37.30886850152905,1.1926605504587153
2013-08-14,51.0,71.0,42.20183486238532,2.7522935779816513,33.944954128440365,0.764525993883792
2013-08-15,82.0,79.0,16.819571865443425,3.975535168195718,42.20183486238532,0.9174311926605504
2013-08-16,80.66666666666667,174.33333333333334,27.217125382262996,2.7522935779816513,55.04587155963302,0.7951070336391437
2013-08-17,20.666666666666668,235.0,21.10091743119266,8.256880733944953,38.2262996941896,0.2752293577981651
2013-08-18,7.0,12.0,15.29051987767584,2.7522935779816513,44.03669724770642,0.3058103975535168
2013-08-19,16.333333333333332,20.333333333333332,8.56269113149847,2.7522935779816513,49.2354740061162,0.5504587155963302
2013-08-20,129.66666666666666,144.33333333333334,35.16819571865443,2.7522935779816513,61.16207951070336,1.712538226299694
2013-08-21,110.66666666666667,147.0,1.529051987767584,2.7522935779816513,53.51681957186543,1.4067278287461775
2013-08-22,135.0,146.0,6.422018348623852,2.7522935779816513,69.41896024464832,1.1926605504587153
2013-08-23,78.33333333333333,110.0,1.2232415902140672,5.810397553516819,60.85626911314984,0.9174311926605504
2013-08-24,31.333333333333332,48.666666666666664,7.033639143730887,8.256880733944953,59.327217125382255,0.672782874617737
2013-08-25,30.333333333333332,42.666666666666664,27.828746177370032,3.3639143730886847,59.63302752293578,0.5810397553516818
2013-08-26,50.333333333333336,81.0,51.68195718654434,5.504587155963303,56.57492354740061,0.7339449541284404
2013-08-27,51.666666666666664,63.666666666666664,16.20795107033639,15.29051987767584,50.45871559633027,1.620795107033639
2013-08-28,49.333333333333336,52.333333333333336,7.033639143730887,4.892966360856269,54.740061162079506,2.079510703363914
2013-08-29,15.666666666666666,65.66666666666667,32.72171253822629,4.281345565749235,47.09480122324158,1.0703363914373087
2013-08-30,5.666666666666667,12.666666666666666,25.688073394495408,0.9174311926605504,33.63914373088685,0.2752293577981651
2013-08-31,20.666666666666668,41.333333333333336,2.4464831804281344,5.198776758409785,62.079510703363916,0.5810397553516818
2013-09-01,34.333333333333336,78.66666666666667,7.033639143730887,9.480122324159021,61.16207951070336,1.1009174311926604
2013-09-02,38.666666666666664,43.333333333333336,14.37308868501529,5.504587155963303,60.85626911314984,0.8868501529051986
2013-09-03,90.66666666666667,101.66666666666667,10.39755351681957,7.64525993883792,78.2874617737003,1.2232415902140672
2013-09-04,34.666666666666664,33.0,51.98776758409786,1.529051987767584,42.50764525993883,0.9174311926605504
2013-09-05,7.333333333333333,6.666666666666667,42.81345565749235,0.9174311926605504,36.69724770642201,0.48929663608562685
2013-09-06,43.0,53.0,6.422018348623852,8.868501529051988,62.99694189602446,1.2844036697247707
2013-09-07,96.0,109.33333333333333,4.892966360856269,8.868501529051988,74.00611620795107,1.8042813455657492
2013-09-08,35.666666666666664,45.333333333333336,6.116207951070336,4.281345565749235,62.079510703363916,0.5810397553516818
2013-09-09,72.66666666666667,89.0,7.339449541284402,6.116207951070336,81.34556574923546,1.131498470948012
2013-09-10,112.66666666666667,136.33333333333334,3.363914373088685,5.504587155963303,74.92354740061161,1.039755351681957
2013-09-11,31.666666666666668,62.333333333333336,1.529051987767584,5.198776758409786,54.740061162079506,0.6116207951070336
2013-09-12,141.0,161.0,3.975535168195718,15.596330275229356,89.90825688073393,1.5596330275229358
2013-09-13,32.0,39.0,8.56269113149847,1.2232415902140672,66.97247706422017,0.5810397553516818
2013-09-14,84.66666666666667,90.33333333333333,4.587155963302752,1.529051987767584,57.49235474006116,1.3149847094801224
2013-09-15,7.666666666666667,33.666666666666664,11.620795107033638,2.1406727828746175,48.92966360856269,0.2752293577981651
2013-09-16,69.0,122.66666666666667,1.8348623853211008,10.091743119266054,57.18654434250764,1.0703363914373087
2013-09-17,78.33333333333333,123.0,0.9174311926605504,21.10091743119266,65.13761467889908,1.896024464831804
2013-09-18,97.0,112.0,0.9174311926605504,7.033639143730887,56.57492354740061,2.171253822629969
2013-09-19,96.0,104.0,20.183486238532108,14.678899082568806,41.28440366972477,2.018348623853211
2013-09-20,73.66666666666667,118.0,27.828746177370032,1.8348623853211008,39.449541284403665,0.9174311926605504
2013-09-21,37.0,68.33333333333333,1.2232415902140672,4.281345565749235,56.88073394495412,0.6422018348623852
2013-09-22,58.333333333333336,122.66666666666667,0.9174311926605504,3.3639143730886847,72.782874617737,0.9785932721712537
2013-09-23,28.0,164.0,38.2262996941896,1.8348623853211008,26.911314984709477,0.24464831804281348
2013-09-24,6.333333333333333,16.0,9.785932721712538,5.198776758409786,41.59021406727828,0.2752293577981651
2013-09-25,9.666666666666666,27.333333333333332,1.529051987767584,6.422018348623854,62.99694189602445,0.48929663608562685
2013-09-26,19.666666666666668,46.333333333333336,2.4464831804281344,5.810397553516819,52.29357798165137,0.48929663608562685
2013-09-27,98.66666666666667,129.66666666666666,0.9174311926605504,8.56269113149847,78.89908256880733,1.8348623853211008
2013-09-28,224.0,237.33333333333334,7.033639143730887,14.067278287461773,82.56880733944953,1.2232415902140672
2013-09-29,215.66666666666666,231.0,12.844036697247704,11.314984709480122,84.09785932721712,1.2232415902140672
2013-09-30,108.33333333333333,218.0,0.9174311926605504,9.480122324159021,66.36085626911314,0.9174311926605504
2013-10-01,121.0,116.0,0.9174311926605504,6.116207951070336,60.85626911314984,1.345565749235474
2013-10-02,7.666666666666667,12.0,24.159021406727827,5.810397553516819,33.63914373088685,0.3363914373088685
2013-10-03,28.666666666666668,45.333333333333336,1.2232415902140672,4.587155963302752,52.59938837920489,0.48929663608562685
2013-10-04,60.0,75.66666666666667,5.810397553516819,19.877675840978593,55.04587155963302,1.5596330275229358
2013-10-05,261.3333333333333,335.6666666666667,9.174311926605505,4.587155963302752,74.92354740061161,2.568807339449541
